^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS2101
!dataset_title = Chitin oligomer chitooctaose effect on seedlings
!dataset_description = Analysis of 14-day-old Col-0 seedlings treated with 1 uM chitooctaose for 3 minutes. Chitooctaose, a chitin oligomer, is released by plant enzymes from the cell wall of many plant fungal pathogens. Results provide insight into the plant defense response to fungal elicitors.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 17722694
!dataset_platform = GPL198
!dataset_platform_organism = Arabidopsis thaliana
!dataset_platform_technology_type = in situ oligonucleotide
!dataset_feature_count = 22810
!dataset_sample_organism = Arabidopsis thaliana
!dataset_sample_type = RNA
!dataset_channel_count = 1
!dataset_sample_count = 6
!dataset_value_type = count
!dataset_reference_series = GSE4746
!dataset_order = none
!dataset_update_date = Oct 10 2012
^SUBSET = GDS2101_1
!subset_dataset_id = GDS2101
!subset_description = control
!subset_sample_id = GSM107437,GSM107438,GSM107439
!subset_type = agent
^SUBSET = GDS2101_2
!subset_dataset_id = GDS2101
!subset_description = chitooctaose
!subset_sample_id = GSM107440,GSM107441,GSM107442
!subset_type = agent
^DATASET = GDS2101
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM107437 = Value for GSM107437: Arabidopsis_Water-30M_rep1; src: Arabidopsis 2-week-old seedlings
#GSM107438 = Value for GSM107438: Arabidopsis_Water-30M_rep2; src: Arabidopsis 2-week-old seedlings
#GSM107439 = Value for GSM107439: Arabidopsis_Water-30M_rep3; src: Arabidopsis 2-week-old seedlings
#GSM107440 = Value for GSM107440: Arabidopsis_Chitooctaose-30M_rep1; src: Arabidopsis 2-week-old seedlings
#GSM107441 = Value for GSM107441: Arabidopsis_Chitooctaose-30M_rep2; src: Arabidopsis 2-week-old seedlings
#GSM107442 = Value for GSM107442: Arabidopsis_Chitooctaose-30M_rep3; src: Arabidopsis 2-week-old seedlings
!dataset_table_begin
ID_REF	IDENTIFIER	GSM107437	GSM107438	GSM107439	GSM107440	GSM107441	GSM107442
250442_at	MSL2	252.458	223.866	258.038	261.602	259.08	219.066
250443_at	RBK1	149.768	200.745	137.778	177.413	148.973	150.697
250444_at	AT5G10560	857.063	880.771	850.227	848.655	777.187	856.936
250445_at	AT5G10760	28.4304	35.5168	23.1535	14.8511	81.6833	47.2619
250446_at	AT5G10770	77.8869	67.6633	88.1568	83.0056	39.1768	64.2749
250447_at	AT5G10800	58.4472	23.2169	56.7337	33.5194	52.8979	43.6917
250448_at	AT5G10820	298.556	288.982	297.508	300.796	266.468	262.312
250449_at	AT5G10830	310.987	218.517	256.68	475.537	371.906	431.517
250450_at	MYB92	98.302	121.852	105.861	101.144	129.92	104.951
250451_at	CDKC;1	173.7	174.825	161.861	170.579	187.415	161.462
250452_at	AT5G10630	236.789	225.514	233.184	208.796	196.548	240.046
250453_at	AT5G10620	142.492	172.781	158.258	161.213	156.069	144.083
250454_at	AT5G09830	613.592	563.629	674.692	678.517	510.846	626.896
250455_at	PROPEP4	30.9401	28.4511	25.583	47.1124	33.9819	30.3177
250456_at	EMB2107	1359.61	1498.19	1303.77	1340.06	1033.31	1345.53
250457_at	AT5G09880	477.004	393.178	461.593	419.49	426.84	477.419
250458_s_at	ACT7	5395.34	5547.06	5456.27	5370.31	5648.2	5157.89
250459_at	THO1	247.168	224.209	236.649	225.626	184.852	246.2
250460_at	AT5G09850	590.265	478.901	604.126	523.801	537.03	563.516
250461_at	AT5G10010	427.565	337.939	451.002	397.231	301.299	481.503
250462_at	AT5G10020	215.263	263.012	212.36	215.354	189.776	210.839
250463_at	TGA4	224.226	190.008	210.971	189.473	178.694	181.557
250464_at	AT5G10040	35.3682	42.3502	48.3796	31.9644	34.6517	24.4043
250465_at	AT5G10070	395.119	342.052	404.839	358.3	372.39	351.833
250466_at	AT5G10090	11.9936	14.1802	11.0878	25.249	20.4365	15.1883
250467_at	AT5G10100	55.8475	75.7197	51.8064	61.6027	58.2247	63.8938
250468_at	AT5G10120	17.9882	15.1334	18.0782	18.7284	13.8021	11.3768
250469_at	AT5G10130	287.632	214.035	216.738	148.063	110.069	225.119
250470_at	AT5G10160	1283.67	1136.15	1376.46	1254.27	1249.31	1363.92
250471_at	MIPS3	279.31	247.829	255.656	251.845	235.394	284.443
250472_at	AT5G10210	64.6437	71.9946	55.9342	151.242	82.4493	134.24
250473_at	ANN6	119.056	76.4124	139.241	129.498	94.3595	88.5115
250474_at	ANNAT7	30.4635	28.5583	24.5663	22.3153	38.0258	23.949
250475_at	SULTR2;1	394.275	375.767	350.07	364.432	333.455	403.477
250476_at	FLC	19.8754	27.7276	23.6537	33.0408	10.6319	35.116
250477_at	AT5G10190	180.587	181.64	158.1	192.079	152.985	171.815
250478_at	DOT3	38.8916	24.8474	46.6129	32.4545	29.2941	28.0456
250479_at	RABH1e	100.537	82.9999	108.379	98.6679	84.4122	98.2225
250480_at	AT5G10290	294.18	225.304	310.907	268.503	255.751	321.767
250481_at	AT5G10310	34.1901	32.7731	46.9952	54.4139	35.2078	48.9104
250482_at	AT5G10320	106.609	90.0283	102.665	109.279	90.6758	113.578
250483_at	MES5	138.142	129.324	129.351	147.496	141.712	131.036
250484_at	ASN3	407.137	409.747	421.443	397.265	376.578	379.524
250485_at	PROPEP5	38.2314	37.8546	22.7583	35.4268	25.8942	48.1127
250486_at	CPuORF21	293.853	229.687	296.546	214.875	208.654	227.067
250487_at	MGT7	75.0661	64.2078	89.3353	53.0509	38.7048	37.366
250488_at	AT5G09700	127.441	135.292	104.028	147.669	97.7519	118.469
250489_s_at	AT5G09720	45.0693	46.8228	43.3914	41.5556	47.5118	37.8478
250490_at	AT5G09760	784.016	916.332	874.416	810.83	854.875	759.678
250491_at	AT5G09780	24.8597	25.1773	26.7676	21.4796	37.4904	22.3231
250492_at	ATXR5	92.742	91.0053	90.4306	121.348	87.79	119.151
250493_at	AT5G09800	81.7317	55.3525	71.0452	482.366	450.867	449.303
250494_at	HAM2	189.393	167.347	207.588	170.148	176.695	199.87
250495_at	AT5G09770	629.48	517.476	638.259	693.218	719.727	610.8
250496_at	PPa6	3194.99	3331.7	3576.18	3577.08	3301.52	3583.8
250497_at	AT5G09630	108.498	106.05	117.438	106.149	97.89	106.01
250498_at	PMDH2	3283.7	3351.16	3337.49	3209.8	2895.81	3311.79
250499_at	BXL3	27.8439	43.5289	52.5078	34.1366	44.8125	44.0354
250500_at	AT5G09530	336.413	255.36	462.078	498.206	372.79	407.849
250501_at	SCPL19	44.7262	37.6801	55.1847	39.2639	37.1704	35.5854
250502_at	MTHSC70-2	935.844	948.441	941.039	986.257	967.581	942.914
250503_at	AT5G09820	326.322	303.852	321.055	341.447	341.918	281.014
250504_at	AT5G09840	102.216	93.351	90.6238	78.9506	83.5815	103.307
250505_at	CESA5	778.069	797.286	768.92	904.125	889.493	873.5
250506_at	GCN2	43.0371	10.8525	61.9185	39.451	44.6035	36.0447
250507_at	AT5G09940	24.8478	26.7153	37.7204	24.4544	17.9837	21.2505
250508_at	AT5G09950	36.8815	16.3252	32.0065	27.4317	26.2008	36.1952
250509_at	CYP78A7	86.9882	65.0521	127.458	54.1678	53.6526	69.6823
250510_at	NRPB4	647.92	749.111	714.808	627.575	593.699	683.498
250511_at	AT5G09960	591.86	508.693	609.315	576.751	560.101	554.672
250512_at	AT5G09995	374.348	363.075	358.687	393.32	269.274	363.328
250513_at	AT5G09890	608.428	559.577	631.898	607.183	620.231	620.557
250514_at	AT5G09550	38.8794	35.4649	38.8125	44.8621	51.9634	41.0209
250515_at	AT5G09570	137.897	125.516	165.94	158.824	177.212	158.542
250516_at	AT5G09620	1222.36	1065.41	1134.68	1078.32	985.631	1014.12
250517_at	scpl35	2622.12	2768.43	2573.84	2894.82	2825.7	2532.77
250518_at	AT5G08139	343.125	336.785	326.547	337.805	324.518	359.364
250519_at	AT5G08460	124.566	121.004	148.389	159.567	132.929	157.04
250520_at	PEX1	176.639	180.822	169.393	156.88	170.757	138.655
250521_at	AT5G08490	21.0847	43.542	14.8466	26.9364	26.5349	19.8007
250522_at	AT5G08500	604.597	593.355	626.108	600.389	618.583	583.392
250523_at	AT5G08510	79.667	87.6753	110.27	80.6061	67.3453	71.6676
250524_at	AT5G08520	363.017	272.55	465.484	273.847	275.943	345.369
250525_at	ILP1	201.583	199.59	193.874	171.598	153.994	204.403
250526_at	AT5G08570	2210.79	2286.97	2256.62	2239.9	1996.07	1977.92
250527_at	SNRK2.1	1204.07	1330.41	1363.83	1152.34	1201.87	1145.1
250528_at	AT5G08600	79.8902	105.205	73.5702	92.5667	84.8056	102.362
250529_at	AT5G08610	882.797	835.33	864.897	865.431	795.918	949.178
250530_at	AT5G08630	111.232	95.9744	147.921	114.647	86.7749	145.974
250531_at	AT5G08650	759.015	636.323	837.608	672.066	680.48	821.102
250532_at	AT5G08540	1325.35	1366.27	1255.98	1396.87	1326.19	1036.3
250533_at	FLS1	1283.34	1112.13	1130.51	1264.75	1141.41	1054.54
250534_at	CI51	3246.03	3080.65	3364.77	3279.07	3417.54	3210.01
250535_at	AT5G08480	78.1341	70.3714	91.8222	77.9523	50.9335	35.5291
250536_at	AT5G08535	209.37	171.64	208.246	209.078	194.77	214.528
250537_at	AT5G08565	143.471	136.48	136.709	159.302	88.1016	138.944
250538_at	STRS2	546.788	603.565	511.296	504.27	476.701	464.294
250539_at	AT5G08560	566.932	495.399	555.686	489.916	487.759	497.053
250540_at	AT5G08580	287.59	313.182	315.921	292.013	288.468	271.62
250541_at	AT5G09520	73.8436	61.6195	105.938	95.8152	84.9635	88.3479
250542_at	AT5G08270	112.531	89.4294	123.068	121.216	90.9614	133.513
250543_at	NF-YB12	211.308	163.328	207.553	166.334	170.122	200.7
250544_at	SYP132	530.2	449.713	533.759	495.858	518.232	512.096
250545_at	PK3	1085.71	1191.95	1162.2	1170.3	1139.96	1049.49
250546_at	AT5G08180	1369.54	1310.51	1334.73	1354.74	1148.32	1470.59
250547_at	AT5G08100	590.532	627.38	589.186	584.785	525.607	557.078
250548_at	MPB2C	248.066	184.8	277.499	215.243	193.919	253.592
250549_at	AT5G07860	325.588	268.988	354.034	296.042	313.053	292.218
250550_at	AT5G07870	140.773	124.232	151.875	134.846	105.339	147.477
250551_at	SNAP29	20.1122	26.1033	41.6922	29.273	36.6008	19.513
250552_at	AT5G07890	175.282	159.348	182.22	158.116	163.797	166.501
250553_at	AT5G07960	848.366	845.409	795.768	785.131	663.125	701.641
250554_at	AT5G07900	428.373	396.272	475.958	382.658	329.328	423.077
250555_at	AT5G07950	94.0439	127.416	119.962	110.74	103.21	110.38
250556_at	DGK1	144.083	180.877	156.129	146.609	149.394	157.823
250557_at	CPuORF16	165.493	140.081	163.885	141.61	118.611	162.748
250558_at	TT7	164.967	171.741	198.341	209.016	181.602	183.963
250559_at	AT5G08010	278.427	176.253	339.01	223.577	160.642	272.627
250560_at	RPA70B	193.1	181.3	206.044	208.541	184.197	208.341
250561_at	AT5G08030	64.6815	59.5873	42.5113	65.9458	44.1208	51.9547
250562_at	TOM5	1510.21	1132.07	1645.49	1589.57	1490.95	1516.7
250563_at	AT5G08050	2778.08	2853.18	2986.12	2778.02	2939.53	2976.01
250564_at	AT5G08060	1326.68	1328.5	1240.61	1263.91	1316.84	1196.67
250565_at	E13L3	917.746	944.796	910.502	1038.31	768.043	869.551
250566_at	TCP17	85.0025	121.676	124.582	99.9397	101.742	100.857
250567_at	AT5G08090	44.0648	68.669	53.6235	47.1046	45.5361	35.7778
250568_at	AT5G08110	90.5541	114.191	77.3163	85.0615	61.0521	92.3484
250569_at	BIM1	338.126	258.159	360.587	269.695	264.983	306.406
250570_at	EMB1873	341.001	408.704	356.809	343.766	267.172	340.298
250571_at	AT5G08200	249.65	269.247	256.041	267.821	220.185	262.082
250572_at	AT5G08230	42.0249	45.0007	35.1859	36.8787	26.8374	32.8228
250573_at	AT5G08230	20.375	0.428744	19.8172	14.2211	3.57006	12.5312
250574_at	AT5G08230	136.296	202.387	181.466	129.138	193.439	127.315
250575_at	AT5G08240	117.751	173.337	100.838	317.336	255.357	262.967
250576_at	AT5G08250	48.4571	37.1232	52.6394	38.4665	58.7805	47.0958
250577_at	AT5G07910	277.938	262.071	266.914	269.74	230.597	248.35
250578_at	AT5G07850	13.5943	20.8351	39.5158	40.2101	30.4801	39.6697
250579_at	MCT2	20.7178	33.4668	12.311	18.0201	13.1889	27.2422
250580_at	GDH2	2378.18	2363.77	2770.97	2720.73	2622.47	2731.2
250581_at	BON2	604.665	750.263	582.739	574.312	627.684	548.667
250582_at	AT5G07580	680.804	614.185	667.779	760.107	663.253	715.158
250583_at	PEI1	58.9299	43.1113	56.7486	60.4188	42.2818	22.8076
250584_at	AT5G07590	209.702	205.895	236.328	202.346	220.124	203.035
250585_at	AT5G07620	88.6766	66.6229	98.2574	68.796	65.2879	80.3774
250586_at	AT5G07630	150.717	173.265	152.325	137.812	140.475	148.176
250587_at	AT5G07640	37.6148	36.7443	51.6864	41.075	38.3428	45.0474
250588_at	SMC6A	48.6682	54.9584	47.8063	38.9736	27.9228	38.4772
250589_at	MYB76	41.2174	52.7492	33.4234	41.5615	48.5119	27.5648
250590_at	AT5G07710	105.655	124.594	109.068	114.011	78.5183	93.2892
250591_at	AT5G07720	69.8709	61.2857	89.6293	68.4469	102.559	65.5689
250592_at	AT5G07740	57.0423	41.3385	78.3659	27.6451	33.8249	62.7352
250593_at	At5g07750	51.8917	54.344	58.8119	48.7409	64.1019	38.2948
250594_at	AT5G07760	4.60913	13.7827	3.32074	7.92817	6.28953	null
250595_at	AT5G07770	59.235	58.2994	71.3468	71.9658	87.7002	60.4656
250596_at	AT5G07780	53.0018	38.6387	58.5145	57.7029	38.9548	42.872
250597_at	NAC080	98.7817	79.7512	163.764	100.047	84.9739	64.0545
250598_at	MYB29	109.103	142.105	100.339	98.7062	98.1795	84.2345
250599_at	AT5G07730	120.027	137.415	127.244	144.037	128.436	110.37
250600_at	AT5G07800	86.6787	92.8168	110.499	93.2988	84.3396	62.956
250601_at	AT5G07810	61.375	79.3664	65.1077	72.6151	58.2665	55.2848
250602_s_at	AT5G07980	324.159	300.365	268.259	290.817	303.196	294.554
250603_at	AT5G07820	80.7829	49.5765	90.9019	81.4882	61.218	82.8365
250604_at	GUS2	718.491	710.855	683.379	659.703	649.644	705.09
250605_at	AT5G07570	27.3498	21.6228	30.632	29.0985	20.5961	35.0774
250606_s_at	PPME1	16.3689	19.8689	15.2535	4.11558	20.7847	2.59343
250607_at	IPK2a	1048.52	1100.24	1099.93	1100	899.753	1036.99
250608_at	AT5G07420	35.9941	12.8076	23.5128	20.0179	43.6194	14.5329
250609_at	PMSR3	1580.91	1624.76	1417.8	1557.63	1758.74	1416.69
250610_at	GRP19	34.2094	35.2838	46.32	38.2633	42.4964	33.0776
250611_at	GA20OX3	46.9363	70.773	40.6188	48.4755	59.1748	69.0266
250612_s_at	RR21	40.4823	41.5045	20.0104	38.3883	40.1592	32.5264
250613_at	IQD24	452.824	359.893	361.294	297.543	233.945	346.716
250614_at	AT5G07260	98.6519	61.2858	83.9323	102.857	97.0829	74.4959
250615_at	XBAT33	234.196	293.851	225.064	274.598	271.472	240.137
250616_at	EMS1	66.6141	83.2297	63.1867	69.606	43.7993	65.5505
250617_at	ML4	276.125	240.418	264.469	263.686	238.951	261.113
250618_at	BAG3	621.487	531.674	589.073	565.515	536.661	532.129
250619_at	AT5G07230	23.1655	26.8245	14.9137	24.4112	46.1508	25.225
250620_at	ATS3	15.8353	34.037	46.9355	29.5389	19.4373	34.8199
250621_at	RBL3	420.343	457.223	482.047	403.251	393.83	433.495
250622_at	AT5G07310	53.5091	58.3797	42.5599	53.3535	27.8982	44.7203
250623_at	AT5G07320	298.337	312.716	326.224	298.432	255.736	298.282
250624_at	AT5G07330	90.7233	86.6318	38.0534	91.1545	76.3394	48.3945
250625_at	AT5G07340	656.927	553.332	711.393	614.111	559.586	709.048
250626_at	Tudor1	1203.14	1182.75	1267.2	1288.04	1154.85	1290.32
250627_at	AT5G07360	197.881	200.597	209.541	182.166	191.425	185.067
250628_at	AT5G07380	19.6574	36.6509	34.6084	43.0016	51.8097	33.2064
250629_at	RBOHA	71.4562	64.0165	73.613	90.6488	105.137	80.8008
250630_at	AT5G07400	81.5668	61.4752	45.5336	21.0345	33.2632	76.992
250631_at	AT5G07430	15.3827	27.2119	23.3897	19.0606	18.0949	6.01987
250632_at	CYCP4;3	45.8983	37.6196	36.6427	40.6037	31.4835	45.6491
250633_at	PMSR2	373.348	339.866	287.104	436.688	294.401	353.578
250634_at	KUOX1	61.1095	39.315	69.0412	36.7041	62.7014	39.479
250635_at	GRP14	17.4285	22.6718	15.7078	24.7357	15.8044	9.76205
250636_at	GRP18	32.5302	27.6312	38.8475	30.2608	20.983	14.4111
250637_at	GRP17	34.4169	50.7698	34.6257	36.1891	44.853	53.8215
250638_at	GRP16	106.097	165.612	112.635	103.061	123.43	138.653
250639_at	GRP20	17.2632	13.6336	27.3213	30.2535	18.0911	33.3623
250640_at	AT5G07150	35.9678	40.1144	31.4332	52.3907	33.1616	36.023
250641_at	AT5G07160	null	null	70.0361	16.7623	2.45572	15.3421
250642_at	ERL2	114.71	186.98	101.352	94.6496	109.612	113.74
250643_at	AT5G06780	327.432	258.561	373.021	300.66	339.727	353.579
250644_at	AT5G06750	257.087	272.531	235.035	341.426	320.447	302.131
250645_at	TBR	702.242	581.55	733.177	630.212	592.368	773.694
250646_at	PA2	70.0163	68.9959	57.775	89.1663	66.9357	127.573
250647_at	AT5G06770	232.918	248.444	227.557	210.655	242.074	185.858
250648_at	LEA4-5	10.1844	43.2352	39.0219	48.9641	42.7467	28.1279
250649_at	WCRKC1	264.6	144.859	330.117	252.555	185.901	248.747
250650_at	AT5G06850	158.162	159.212	145.49	159.649	136.804	163.15
250651_at	CYP93D1	16.7717	18.7117	24.2655	25.671	10.817	16.7512
250652_at	FLA21	73.3508	66.0187	80.7495	63.9902	35.4794	104.398
250653_at	AT5G06930	155.265	146.629	155.186	138.998	91.425	126.363
250654_at	AT5G06940	61.5608	65.0607	46.9382	59.7078	71.5186	69.2186
250655_at	OBF5	331.579	318.006	307.879	358.474	290.393	348.448
250656_at	AT5G06970	599.929	607.787	551.748	533.611	532.45	603.889
250657_at	ST2B	227.595	255.44	244.061	219.827	225.067	201.346
250658_at	AT5G07040	98.6804	89.1927	87.7799	88.1052	57.5442	81.0298
250659_at	AT5G07050	52.7833	56.9514	68.4599	75.7448	60.2531	61.4005
250660_at	AT5G07060	6.06922	28.4295	17.7016	9.59818	13.7649	13.0644
250661_at	AT5G07030	636.906	593.668	580.645	504.917	602.496	555.331
250662_at	ST2A	105.806	135.254	101.509	92.7564	54.8354	96.3119
250663_at	PRA1.B6	265.745	261.713	286.834	295.442	255.792	302.851
250664_at	AT5G07080	94.1716	126.172	118.44	117.686	128.787	118.781
250665_at	AT5G06980	642.593	832.184	528.598	445.446	403.473	544.591
250666_at	WRKY26	244.286	169.399	229.926	297.113	325.727	298.494
250667_at	AT5G07090	3995.66	3451.35	3910.22	3782.26	3753.27	4112.15
250668_at	AT5G07020	1410.77	1566.2	1514.92	1406.72	1500.42	1584.38
250669_at	PGIP2	225.887	277.744	329.16	257.863	334.967	350.505
250670_at	PGIP1	833.923	854.813	938.309	1074.35	1136.75	1302.57
250671_at	AHBP-1B	153.906	163.458	166.956	165.59	149.912	167.8
250672_at	ATJ6	285.8	191.003	297.494	256.439	223.759	268.353
250673_at	CIPK2	51.6089	61.8008	64.2502	87.8272	78.5927	97.1026
250674_at	LAC13	95.6189	116.825	118.494	135.412	140.293	83.0499
250675_at	AT5G06260	716.428	796.559	717.728	659.873	574.671	685.615
250676_at	NHL3	839.436	1052.57	898.778	3654.75	3774.31	3622.16
250677_at	AT5G06520	61.604	52.7113	68.6955	74.7296	81.8366	52.7355
250678_at	AT5G06540	35.634	27.8619	25.6512	26.7143	21.5343	35.3412
250679_at	AT5G06550	283.134	284.313	340.613	282.9	273.936	271.992
250680_at	AT5G06570	136.686	109.923	104.415	143.787	127.241	141.996
250681_at	AT5G06590	102.502	87.764	91.1944	77.7583	91.9987	104.663
250682_x_at	AT5G06630	677.058	503.759	595.631	606.773	716.255	356.166
250683_x_at	AT5G06640	166.885	116.155	172.102	178.247	208.117	144.637
250684_at	GIS2	14.3776	30.3113	26.6882	7.96531	21.0534	21.2089
250685_at	AT5G06670	77.6439	48.099	77.0664	75.5867	97.6695	70.888
250686_at	SPC98	106.78	83.3735	105.982	100.205	91.3063	113.738
250687_at	AT5G06660	940.051	897.687	960.387	885.414	822.334	901.088
250688_at	NF-YA10	null	30.3846	29.8736	27.2155	30.9699	29.5603
250689_at	AT5G06610	181.789	136.317	196.71	179.472	159.458	169.021
250690_at	AT5G06530	391.468	419.2	304.298	343.082	419.769	318.76
250691_at	AT5G06580	442.63	454.997	499.583	417.266	396	418.939
250692_at	AT5G06560	236.672	209.847	255.617	338.291	347.8	389.784
250693_at	UBP12	677.137	748.049	705.551	656.327	766.219	784.037
250694_at	HAT14	46.9438	47.9215	35.4169	44.4657	31.3381	60.5741
250695_at	AT5G06740	5.38584	27.748	null	72.9504	115.982	163.834
250696_at	AT5G06790	81.6564	62.914	71.8354	53.6625	57.615	53.7685
250697_at	AT5G06800	107.429	130.512	128.674	112.93	99.2756	103.812
250698_at	AT5G06810	97.2448	120.188	106.19	108.118	78.617	112.984
250699_at	SRF2	51.3206	58.6916	37.1641	53.9554	63.3489	68.5741
250700_at	AT5G06830	203.556	164.232	201.534	207.178	168.147	188.741
250701_at	AT5G06839	44.4423	49.524	48.5163	42.5343	49.356	52.6624
250702_at	AT5G06730	62.5175	67.0696	67.3151	86.5585	67.1173	83.584
250703_at	AT5G06360	1911.25	1962.04	1764.61	1840.61	1721.58	1675.44
250704_at	AT5G06265	316.078	375.497	349.82	336.785	339.811	345.519
250705_at	NUDX27	1975.63	2025.51	1845.53	1889.74	1917.03	1769.76
250706_at	DHS	201.235	226.944	237.649	206.279	163.509	196.35
250707_at	MEE60	511.79	629.124	559.301	460.932	454.628	461.031
250708_at	RBE	78.1652	56.2537	57.3727	44.8077	38.8772	61.1379
250709_at	LBD33	10.4157	29.2	26.6603	20.6034	25.564	24.879
250710_at	MYB33	116.742	78.7685	96.4187	82.2632	102.267	68.5925
250711_at	AT5G06110	545.47	430.229	508.665	450.161	467.65	563.293
250712_at	AT5G06120	378.475	401.518	392.787	338.765	353.37	376.099
250713_at	AT5G06130	1262.25	1174.88	1238.42	1197.47	1112.72	1216.02
250714_at	SNX1	617.204	540.621	646.188	549.839	590.007	588.767
250715_at	ATO	226.56	205.776	268.265	230.647	207.286	242.719
250716_at	SUC9	39.5713	36.6427	18.8716	34.8512	43.4293	38.0566
250717_at	AT5G06200	136.993	104.147	172.877	98.2901	111.926	92.9461
250718_at	emb2735	274.043	233.524	214.144	219.853	202.606	227.129
250719_at	AT5G06250	46.8875	44.1425	35.0811	48.6377	47.9589	37.2689
250720_at	AT5G06180	149.967	182.393	163.799	172.834	155.795	152.49
250721_at	AT5G06210	429.598	424.273	396.106	401.489	331.045	409.951
250722_at	AT5G06190	53.5642	50.4319	52.5348	68.0863	43.7514	45.586
250723_at	AT5G06300	231.601	186.491	220.833	232.704	219.314	188.605
250724_at	AT5G06330	68.3239	63.5194	73.0239	76.6808	72.8963	61.8238
250725_at	AT5G06400	62.995	25.1916	48.9621	56.2548	49.5055	65.7175
250726_at	AT5G06410	191.597	177.186	199.681	174.503	153.722	186.895
250727_at	AT5G06430	197.545	209.055	204.534	174.852	179.445	190.223
250728_at	AT5G06440	126.245	102.805	110.021	110.097	63.8447	118.38
250729_at	UBA 2	532.923	512.221	538.828	479.411	470.459	533.694
250730_at	AT5G06490	50.0473	62.7927	71.7081	48.9231	59.3959	36.8648
250731_at	AGL96	null	null	null	null	null	null
250732_at	AT5G06480	41.2996	18.7529	48.0235	39.5339	59.0978	44.11
250733_at	2-Cys Prx B	2970.35	2778.26	3358.08	3303.71	3182.5	3190.39
250734_at	AT5G06270	474.647	516.83	458.218	410.109	359.591	355.985
250735_at	AT5G06280	365.903	297.611	333.118	303.026	264.891	296.54
250736_s_at	AT1G01350	405.981	316.684	343.982	358.467	197.881	417.658
250737_at	AT5G06370	612.933	651.885	553.07	611.015	625.068	541.202
250738_at	ASA1	525.855	558.867	521.873	652.808	626.715	660.472
250739_at	EGY2	1119.72	1273.58	1144.58	1121.06	1128.9	1159.59
250740_at	SYP31	61.5071	62.1627	74.8936	78.357	65.0394	61.9876
250741_at	AT5G05790	220.18	185.884	178.493	209.534	170.578	205.773
250742_at	AT5G05800	268.555	237.409	253.856	231.492	188.826	219.175
250743_at	AT5G05820	434.212	445.356	421.891	450.803	482.223	447.639
250744_at	AT5G05840	119.215	177.506	153.039	145.681	150.344	115.912
250745_at	PIRL1	112.97	126.399	113.336	189.273	213.41	190.666
250746_at	AT5G05880	193.263	158.658	192.083	206.534	112.938	204.519
250747_at	AT5G05900	55.7704	78.6601	60.3808	66.2707	48.4304	51.3096
250748_at	AT5G05710	417.251	428.747	402.111	371.087	389.364	366.416
250749_at	RPN8A	1791.94	2115.23	1868.76	1978.91	1963.44	1842.79
250750_at	UGT76C1	260.654	136.962	268.124	225.711	185.309	214.446
250751_at	AT5G05890	167.263	141.441	165.804	140.36	141.436	150.024
250752_at	CPD	1155.51	1314.65	1297.22	1093.21	1115.22	1071.14
250753_at	UGT76C2	467.885	395.386	466.261	390.903	415.509	452.659
250754_at	ATE1	320.212	331.195	328.661	293.062	259.645	311.762
250755_at	AT5G05750	444.66	424.357	443.346	352.402	331.417	332.683
250756_at	ROPGEF5	48.4605	57.8606	50.7616	61.5952	67.6047	47.9688
250757_at	DFB	486.591	470.433	504.566	481.368	414.007	462.603
250758_at	EIF3G2	205.587	209.101	239.876	159.18	153.16	143.248
250759_at	AT5G06020	15.3169	6.29996	13.1405	17.6256	2.84192	8.59804
250760_at	AT5G06040	9.25827	23.9407	36.3911	11.172	19.1806	31.3918
250761_at	AT5G06050	288.92	248.869	259.516	247.913	191.343	267.962
250762_at	AT5G05990	224.725	198.037	262.196	228.165	211.845	254.293
250763_at	AT5G06060	931.914	1020.86	901.697	967.504	898.401	951.287
250764_at	AT5G05960	1465.27	1172.24	1263.94	1523.95	1567.04	1515.3
250765_at	GC1	405.139	439.984	423.137	413.21	395.787	430.986
250766_at	AT5G05550	36.1536	49.4825	42.8081	56.2556	81.4462	42.8531
250767_at	ATNFXL2	348.431	328.224	372.072	318.762	298.203	305.488
250768_at	AT5G05670	264.443	287.158	256.089	261.956	237.09	256.735
250769_at	MOS7	223.075	207.482	207.651	205.897	175.272	182.245
250770_at	LAC12	90.8405	58.4955	94.4519	77.4432	86.0914	90.8938
250771_at	AT5G05400	63.6071	42.4453	54.618	50.3528	52.2472	71.5056
250772_at	AT5G05420	72.6668	77.3355	50.3419	50.2465	31.5133	65.9704
250773_at	AT5G05430	46.5744	53.3166	40.2541	41.4698	35.0575	40.9025
250774_at	AT5G05450	254.187	244.732	237.573	252.468	231.797	232.913
250775_at	AT5G05460	234.172	243.76	240.647	250.886	248.025	249.469
250776_at	AT5G05320	137.641	154.359	126.978	145.863	147.294	121.098
250777_at	PYL5	1419.87	1789.8	1504.83	1476.35	1551.73	1383.98
250778_at	AT5G05500	637.644	545.121	610.93	630.933	571.071	507.373
250779_at	EIF2 ALPHA	618.417	559.284	699.976	639.314	516.204	589.235
250780_at	EXPA2	62.8407	82.5002	105.997	123.975	86.1882	58.6545
